32°57′11″  131°38′45″
32°50′20″  131°28′33″
32°44′16″  131°30′47″
32°37′33″  131°34′20″
32°49′41″  131°20′49″
32°48′10″  131°21′52″
32°38′05″  131°17′15″
32°34′47″  131°06′18″
32°32′50″  131°01′06″
32°28′24″  130°56′49″
32°22′14″  131°04′34″
32°18′42″  131°06′04″
32°18′01″  131°10′04″
32°17′57″  131°25′36″
32°22′17″  130°46′40″
32°09′01″  130°56′36″
32°11′16″  130°36′51″
32°07′22″  130°24′02″
31°58′51″  130°22′03″
31°46′08″  131°16′10″
31°56′03″  130°51′42″
31°54′34″  130°53′11″
31°53′11″  130°55′08″
31°29′10″  130°49′07″
31°27′37″  130°49′14″
31°15′51″  130°59′24″
31°07′24″  130°53′05″
31°35′33″  130°39′24″
31°44′04″  130°26′54″
31°44′55″  130°19′52″
31°27′19″  130°27′50″
31°28′04″  130°22′59″
31°24′16″  130°09′30″
31°10′48″  130°31′42″
32°25′40″  130°19′37″
32°23′58″  130°05′38″
31°43′23″  129°44′22″
30°44′37″  131°03′12″
30°47′35″  130°18′19″
30°49′42″  129°56′15″
30°26′36″  130°13′02″
30°20′10″  130°30′15″
30°20′34″  130°29′33″
30°15′24″  130°33′51″
29°58′05″  129°55′32″
29°51′33″  129°51′25″
29°54′11″  129°32′30″
29°38′18″  129°42′50″
29°27′54″  129°35′41″
29°08′40″  129°12′29″
28°48′03″  128°59′41″
28°17′46″  129°19′16″
27°46′43″  128°58′59″
27°22′09″  128°34′00″
26°43′01″  128°13′07″
26°38′08″  127°55′42″
26°28′46″  127°52′29″
24°25′38″  124°11′00″
24°21′33″  123°53′28″
24°27′10″  123°00′20″
